user_id,book_id,is_read,rating,is_reviewed
474,19066,1,4,0
475,3304,1,4,1
475,47893,1,4,1
478,14560,1,5,0
480,105648,1,4,0
481,19065,1,5,0
482,19065,1,4,0
486,106081,1,4,0
490,19065,1,5,0
492,13152,1,4,0
492,24424,1,4,0
492,3304,1,5,0
494,22232,1,4,0
495,106489,1,5,0
495,108175,1,5,0
495,107931,1,5,1
495,107930,1,5,0
495,107928,1,4,0
495,107784,1,4,0
495,14566,1,5,0
498,13083,1,4,0
501,110023,1,5,0
501,65954,1,5,0
503,11784,1,4,0
512,3304,1,4,0
512,19474,1,4,0
514,49746,1,5,0
515,14560,1,5,1
516,17005,1,4,0
516,17020,1,4,0
518,14566,1,5,0
520,3304,1,5,1
530,19065,1,5,0
533,22232,1,4,0
534,114411,1,4,0
534,14566,1,4,0
542,11784,1,4,0
546,115723,1,4,0
546,115722,1,4,0
546,93729,1,4,0
555,49746,1,5,0
555,19065,1,5,0
556,24878,1,5,0
558,14566,1,5,0
560,19439,1,4,0
560,12125,1,5,0
563,19452,1,4,1
571,119847,1,5,1
571,119838,1,4,1
571,71869,1,4,1
575,14566,1,4,0
576,26764,1,5,1
576,120219,1,5,1
586,79642,1,4,1
586,123106,1,4,0
587,94072,1,4,0
587,14566,1,4,1
588,22232,1,5,0
590,24424,1,4,0
590,123448,1,5,1
593,12125,1,5,0
593,38517,1,5,0
599,125707,1,4,1
599,12523,1,4,1
599,79640,1,4,1
599,11784,1,4,1
602,126059,1,4,0
605,128091,1,4,0
605,128084,1,4,0
605,127574,1,4,0
606,128098,1,4,0
607,93727,1,4,0
617,14566,1,5,0
617,47626,1,4,0
619,13152,1,4,0
621,95913,1,5,0
625,39988,1,5,0
636,19065,1,5,0
636,24424,1,4,0
638,22232,1,4,0
641,89806,1,4,1
647,131860,1,5,1
648,19065,1,4,0
649,133839,1,4,0
649,14566,1,4,0
658,89804,1,4,0
662,136990,1,5,1
663,24769,1,5,0
664,19065,1,4,0
668,13835,1,4,0
669,19439,1,4,0
678,95914,1,5,0
678,138202,1,5,1
683,89806,1,4,0
683,49746,1,4,0
683,128091,1,4,0
683,140260,1,5,0
683,127426,1,4,0
683,127425,1,4,0
684,119832,1,5,0
685,11784,1,4,0
689,140998,1,4,1
690,141455,1,5,0
694,13152,1,5,0
697,93727,1,5,0
697,93742,1,4,0
700,127428,1,5,0
704,14566,1,5,0
705,50804,1,5,0
705,71864,1,5,1
708,19065,1,5,0
708,49746,1,4,0
710,17005,1,4,0
715,13152,1,5,0
724,93732,1,4,0
728,19065,1,5,0
733,38601,1,4,0
733,38539,1,4,0
734,147801,1,5,0
739,14566,1,5,0
742,51428,1,4,0
744,38980,1,4,0
745,19065,1,5,0
753,24424,1,4,1
758,38532,1,5,0
758,14566,1,5,0
759,14566,1,4,0
763,82436,1,4,1
763,82774,1,5,1
768,133742,1,4,0
773,12523,1,4,0
775,19065,1,4,0
776,89806,1,5,0
780,39785,1,4,1
780,39784,1,4,1
780,19476,1,4,1
780,19439,1,4,1
780,14566,1,5,1
780,19452,1,4,1
783,22232,1,5,0
784,19065,1,5,0
785,14566,1,5,0
790,97408,1,5,0
791,19065,1,5,0
806,12125,1,4,0
809,10570,1,5,0
818,12934,1,5,1
818,46777,1,5,0
818,159019,1,4,1
824,39988,1,4,0
826,112693,1,4,0
826,124740,1,5,0
832,19452,1,5,0
836,2917,1,4,1
837,10431,1,4,1
837,10570,1,4,0
840,56101,1,4,0
841,89810,1,4,0
844,40159,1,4,0
846,115722,1,4,0
853,163852,1,4,1
854,163919,1,5,0
858,22232,1,4,0
862,47755,1,4,0
867,164726,1,5,0
867,164722,1,4,0
868,19065,1,5,0
868,164955,1,5,1
875,3304,1,5,0
888,13152,1,4,0
892,74769,1,4,1
906,38980,1,5,0
910,169651,1,5,0
914,38277,1,5,0
915,87323,1,4,0
917,14566,1,5,0
923,19476,1,5,0
923,170529,1,5,0
930,2917,1,5,0
943,46262,1,5,0
950,19065,1,4,0
950,93727,1,4,0
951,127426,1,5,0
956,3304,1,4,0
957,175004,1,5,1
965,14566,1,5,0
968,22232,1,4,0
968,22192,1,5,0
969,19476,1,5,1
969,94072,1,4,1
969,14566,1,5,1
970,19065,1,5,0
975,48775,1,5,0
981,176474,1,4,0
981,176473,1,4,0
981,176440,1,4,0
981,176438,1,4,0
981,176402,1,5,0
981,82774,1,5,0
981,176287,1,4,0
981,176283,1,4,0
981,176273,1,5,1
983,3304,1,4,1
983,19476,1,4,0
983,176650,1,4,1
984,176690,1,5,0
985,105648,1,5,0
985,40159,1,4,0
985,47626,1,4,0
989,17005,1,4,0
990,19065,1,5,0
998,22237,1,4,0
998,22232,1,5,0
999,19065,1,5,0
1009,10570,1,4,1
1012,4717,1,4,0
1012,3304,1,5,0
1015,157650,1,4,0
1019,44881,1,4,1
1019,12934,1,4,0
1019,124776,1,4,1
1025,82774,1,4,0
1026,22232,1,4,0
1029,14566,1,4,0
1032,93743,1,5,0
1032,127422,1,5,0
1034,14566,1,5,1
1046,23221,1,5,0
1046,23230,1,5,0
1046,23229,1,4,0
1046,23228,1,5,0
1058,12125,1,4,1
1058,44881,1,4,1
1061,116428,1,4,0
1061,127428,1,5,0
1065,10570,1,4,0
1072,187809,1,4,0
1073,127422,1,5,0
1073,191983,1,5,0
1073,128084,1,4,0
1073,51069,1,4,0
1075,14566,1,4,0
1077,39640,1,4,0
1077,39639,1,4,0
1077,39638,1,4,0
1077,22232,1,4,0
1084,19065,1,5,0
1091,10943,1,4,0
1091,79876,1,4,0
1091,10570,1,5,0
1091,10431,1,5,0
1091,124838,1,4,0
1091,137983,1,4,0
1092,176343,1,4,0
1095,22237,1,4,0
1101,10570,1,4,0
1101,10050,1,5,0
1101,183626,1,4,0
1101,8960,1,4,0
1104,170529,1,5,0
1104,10570,1,5,0
1104,8951,1,5,0
1104,137970,1,5,0
1113,199687,1,4,1
1114,199783,1,5,1
1117,19476,1,4,0
1118,19452,1,4,0
1120,23221,1,5,0
1122,187753,1,4,0
1131,204297,1,4,0
1131,124740,1,4,1
1131,137966,1,4,1
1133,49750,1,5,0
1133,181426,1,5,0
1138,22192,1,5,0
1138,22193,1,5,0
1138,205959,1,5,0
1138,205652,1,4,1
1140,13152,1,4,0
1140,22232,1,4,0
1145,196550,1,4,0
1149,207498,1,4,0
1151,53072,1,4,0
1155,208159,1,4,0
1157,91207,1,5,0
1157,13152,1,5,0
1158,208493,1,4,0
1165,19065,1,5,0
1165,37489,1,5,0
1166,93773,1,5,0
1167,46260,1,5,0
1167,54390,1,4,0
1197,17567,1,4,0
1199,93746,1,4,0
1201,37743,1,4,0
1201,37240,1,4,0
1203,10570,1,4,0
1204,213999,1,4,0
1206,23221,1,5,0
1208,13152,1,4,0
1219,19452,1,5,0
1223,93724,1,5,0
1224,93729,1,4,0
1230,217253,1,5,1
1230,14560,1,5,0
1230,26092,1,5,0
1232,47774,1,5,0
1237,217772,1,5,1
1238,19476,1,4,0
1241,13152,1,4,0
1242,47626,1,5,0
1254,30331,1,5,0
1254,219570,1,5,1
1255,39635,1,5,0
1255,39636,1,5,0
1255,39640,1,4,0
1255,39638,1,4,0
1255,39639,1,4,0
1255,39637,1,4,0
1258,13152,1,4,0
1258,93724,1,4,0
1273,175887,1,4,1
1278,22232,1,4,0
1279,176663,1,5,0
1283,8951,1,5,0
1284,3304,1,4,0
1284,19452,1,4,0
1284,14560,1,4,0
1285,12523,1,4,0
1293,157066,1,4,1
1295,26212,1,4,1
1295,127426,1,5,1
1296,14566,1,4,0
1303,137559,1,5,0
1305,46262,1,4,0
1306,19065,1,5,0
1308,19065,1,4,0
1311,161456,1,4,0
1314,93729,1,4,0
1314,19065,1,5,0
1315,226708,1,4,0
1322,38517,1,4,0
1324,227084,1,4,0
1326,3304,1,5,0
1327,22232,1,5,0
1329,24424,1,5,0
1329,233330,1,4,1
1329,44325,1,4,1
1329,43460,1,4,1
1329,43595,1,4,1
1329,175005,1,5,1
1329,124740,1,4,0
1329,227631,1,5,1
1330,233627,1,4,0
1330,94072,1,5,1
1334,14566,1,4,0
1337,163919,1,4,0
1339,182600,1,4,0
1347,23221,1,4,0
1352,19452,1,5,0
1356,22232,1,5,0
1359,187753,1,5,0
1359,140998,1,4,1
1372,46777,1,5,1
1372,105648,1,5,0
1374,48722,1,5,0
1386,24424,1,4,0
1389,13083,1,5,0
1397,17020,1,5,0
1397,17005,1,5,0
1401,19448,1,5,0
1401,241976,1,4,0
1408,133742,1,4,1
1409,49746,1,5,0
1411,242757,1,4,0
1414,12523,1,5,0
1418,106081,1,4,0
1418,176473,1,4,0
1418,176474,1,4,0
1420,116431,1,4,0
1422,26212,1,4,0
1424,243747,1,5,0
1425,19065,1,5,0
1425,13152,1,5,0
1431,2811,1,4,0
1431,3304,1,4,0
1431,47754,1,4,0
1431,19474,1,5,0
1431,8967,1,4,0
1431,10570,1,4,0
1431,37240,1,5,0
1437,119847,1,5,1
1437,38517,1,4,0
1437,12523,1,4,0
1440,13835,1,5,1
1449,19062,1,4,1
1454,2917,1,5,0
1455,118768,1,4,0
1457,97408,1,5,0
1460,12934,1,5,0
1462,14566,1,4,0
1463,112693,1,4,0
1464,24769,1,5,0
1467,19065,1,4,0
1467,991,1,4,0
1468,93727,1,4,0
1481,12125,1,4,0
1482,19065,1,5,0
1482,19066,1,4,0
1484,112693,1,4,0
1484,170529,1,5,0
1485,127425,1,4,0
1488,176604,1,4,0
1497,19065,1,5,0
1499,89810,1,5,0
1499,256270,1,5,0
1500,13829,1,5,0
1501,82768,1,4,0
1502,257445,1,4,0
1502,22192,1,5,0
1507,5454,1,4,1
1514,59264,1,4,0
1514,13152,1,5,0
1515,258144,1,4,0
1518,258468,1,4,0
1518,129647,1,4,0
1518,19452,1,5,1
1522,19476,1,5,0
1524,3304,1,5,0
1525,259975,1,5,0
1525,259974,1,5,0
1527,259993,1,4,0
1528,260037,1,4,0
1529,261145,1,4,1
1538,261905,1,4,0
1539,22232,1,4,0
1544,93727,1,4,0
1554,199762,1,5,0
1563,263171,1,4,0
1563,24769,1,5,0
1563,263147,1,4,0
1591,181426,1,5,0
1594,3304,1,5,1
1594,19474,1,4,1
1600,44175,1,4,0
1600,232670,1,4,0
1600,43595,1,4,0
1607,71865,1,4,0
1609,22232,1,5,0
1615,266590,1,4,0
1615,176534,1,4,0
1616,266666,1,5,0
1616,266655,1,4,0
1616,266607,1,5,1
1618,40159,1,4,0
1623,267312,1,5,0
1624,49750,1,5,0
1636,44881,1,5,0
1639,58890,1,4,1
1639,39639,1,5,1
1639,22232,1,5,1
1646,14560,1,5,1
1646,14566,1,4,0
1647,19065,1,5,0
1647,49746,1,5,0
1651,19065,1,4,0
1659,19452,1,5,0
1660,94063,1,5,0
1671,3304,1,5,0
1671,270730,1,4,0
1672,19452,1,4,0
1673,175005,1,5,0
1673,271086,1,4,0
1673,44881,1,5,0
1676,127426,1,5,1
1678,26092,1,4,0
1682,47917,1,4,0
1682,51428,1,4,0
1684,19065,1,5,0
1684,272400,1,5,0
1685,19065,1,5,0
1687,112693,1,5,0
1688,127426,1,5,0
1688,127425,1,4,0
1688,127428,1,4,0
1689,14566,1,5,0
1695,273413,1,5,0
1704,94062,1,5,1
1708,22628,1,5,0
1708,8960,1,5,0
1711,46262,1,4,0
1713,275463,1,4,0
1713,65065,1,4,0
1713,12523,1,5,0
1721,275886,1,5,0
1722,44325,1,5,0
1726,139418,1,4,0
1729,24424,1,4,0
1734,58939,1,5,0
1734,91207,1,5,0
1734,276546,1,5,0
1741,278264,1,4,0
1742,22232,1,4,0
1751,278713,1,4,0
1756,278794,1,4,0
1756,93727,1,5,0
1763,187753,1,5,0
1764,10570,1,5,0
1765,279680,1,4,0
1765,279679,1,5,0
1765,279672,1,5,0
1765,279670,1,4,0
1765,279669,1,5,0
1765,279638,1,4,0
1766,279703,1,4,0
1768,3304,1,5,1
1775,14566,1,5,0
1776,24768,1,5,0
1779,37240,1,5,1
1784,82774,1,5,0
1786,266590,1,4,0
1786,279679,1,4,0
1793,22192,1,4,0
1794,24881,1,5,0
1795,128091,1,4,0
1797,282210,1,5,0
1797,282205,1,4,0
1797,282202,1,4,0
1799,282440,1,5,1
1804,19452,1,4,1
1805,13152,1,4,0
1808,17020,1,4,0
1808,17005,1,5,0
1814,127426,1,4,0
1814,127425,1,4,0
1816,157066,1,4,0
1826,279668,1,4,0
1826,153782,1,4,0
1826,19065,1,4,0
1830,47755,1,4,0
1830,53072,1,4,0
1836,66898,1,4,0
1838,82614,1,4,0
1843,37240,1,4,0
1843,19452,1,5,0
1843,14566,1,4,0
1844,13152,1,5,0
1846,19065,1,5,0
1848,14566,1,4,0
1850,13152,1,4,0
1854,19065,1,5,0
1858,14566,1,5,1
1870,22232,1,5,0
1870,289515,1,5,0
1870,13376,1,4,0
1870,17005,1,4,0
1871,46648,1,5,1
1871,14566,1,4,0
1873,13152,1,4,0
1877,46777,1,4,0
1877,82783,1,4,0
1877,89796,1,4,0
1877,14566,1,5,0
1877,71366,1,4,0
1880,199687,1,4,1
1881,279671,1,4,0
1881,19452,1,5,0
1882,3304,1,4,0
1882,14560,1,5,0
1885,87323,1,5,0
1886,14566,1,5,0
1888,12125,1,5,0
1888,290412,1,5,0
1890,290512,1,4,0
1890,290495,1,4,0
1890,290493,1,4,0
1890,290459,1,4,0
1894,12934,1,4,1
1894,217253,1,5,1
1895,292381,1,4,0
1895,292379,1,5,0
1895,292375,1,5,0
1895,292374,1,5,0
1895,292199,1,5,0
1895,292164,1,5,0
1895,13152,1,4,0
1896,82574,1,4,0
1896,292403,1,4,0
1896,292397,1,4,0
1896,292389,1,4,0
1896,292388,1,4,0
1897,89806,1,4,0
1903,287861,1,5,0
1908,13152,1,4,0
1910,293975,1,5,0
1910,293973,1,5,0
1910,293970,1,5,0
1910,293950,1,4,0
1910,293724,1,5,0
1910,293722,1,4,0
1910,19065,1,5,0
1910,65954,1,4,0
1910,293401,1,4,0
1913,294233,1,5,0
1915,22192,1,5,0
1920,294735,1,4,0
1920,294691,1,4,1
1920,14560,1,5,1
1926,295117,1,4,0
1929,14566,1,5,0
1931,295406,1,5,1
1937,19065,1,4,0
1937,58350,1,4,0
1941,17020,1,5,0
1945,95914,1,5,1
1945,124838,1,4,1
1946,93727,1,5,1
1949,24898,1,4,0
1952,105648,1,4,0
1952,128091,1,4,0
1957,279679,1,5,0
1959,19065,1,4,0
1962,14566,1,4,0
1963,301347,1,4,1
1967,301893,1,5,0
1968,13152,1,4,0
1968,89806,1,5,0
1968,46777,1,4,1
1974,279671,1,4,1
1974,71864,1,5,1
1975,303339,1,5,0
1975,19065,1,4,0
1975,303197,1,4,1
1978,46262,1,4,0
1980,208159,1,4,0
1980,22192,1,4,0
1983,19439,1,4,0
1990,24424,1,4,0
1991,105648,1,4,0
1991,71864,1,5,1
1993,289740,1,5,0
2001,52489,1,5,1
2001,14560,1,5,1
2001,8137,1,5,0
2009,89795,1,5,0
2012,19065,1,4,0
2014,14566,1,5,0
2022,22232,1,4,0
2024,259974,1,5,0
2026,14566,1,4,0
2027,93729,1,4,0
2028,13152,1,5,0
2031,66899,1,5,0
2033,307652,1,5,0
2034,58350,1,4,0
2039,17005,1,4,0
2041,46777,1,5,0
2041,38517,1,5,0
2041,3402,1,5,0
2042,12523,1,5,1
2045,10570,1,5,0
2047,215540,1,4,0
2048,24424,1,4,0
2048,10431,1,5,0
2048,176604,1,5,0
2048,10570,1,5,0
2048,308672,1,4,0
2048,8951,1,5,0
2055,152104,1,4,0
2067,89806,1,5,0
2067,279638,1,4,0
2070,110023,1,4,0
2070,12125,1,5,0
2076,19476,1,4,1
2082,8137,1,4,0
2082,93727,1,4,0
2083,310894,1,4,0
2083,46260,1,4,0
2099,19476,1,4,0
2099,95913,1,4,0
2101,19476,1,4,0
2102,40159,1,4,0
2103,46262,1,4,0
2107,19065,1,4,0
2109,19065,1,4,0
2109,24765,1,5,0
2111,19452,1,4,1
2111,301028,1,5,1
2114,199687,1,4,0
2118,19065,1,5,0
2121,97408,1,5,0
2129,319421,1,5,0
2130,116428,1,4,0
2131,93727,1,5,0
2132,13152,1,4,0
2132,26092,1,5,0
2132,22232,1,5,0
2133,22192,1,4,0
2135,22232,1,4,1
2136,53072,1,4,0
2138,19452,1,4,0
2142,58350,1,5,0
2142,320923,1,4,0
2142,128084,1,4,0
2142,128091,1,4,0
2142,127428,1,4,0
2143,13152,1,4,0
2143,321185,1,4,1
2143,39771,1,4,1
2144,37731,1,5,0
2146,170529,1,5,0
2156,321645,1,4,0
2158,321752,1,5,0
2162,94063,1,4,0
2167,3304,1,5,1
2167,37240,1,4,0
2167,19474,1,4,0
2168,19476,1,4,1
2168,322133,1,4,1
2168,12934,1,4,1
2168,14567,1,5,1
2181,38520,1,4,1
2181,65954,1,4,1
2181,207889,1,4,1
2181,3304,1,4,1
2181,19439,1,4,1
2187,8137,1,4,0
2188,11784,1,4,0
2188,125707,1,5,0
2195,24431,1,4,1
2199,13835,1,4,0
2206,40159,1,4,1
2214,2917,1,4,1
2214,114954,1,4,0
2220,217605,1,4,1
2220,48978,1,5,0
2220,256683,1,5,1
2220,327336,1,4,1
2226,3402,1,4,0
2233,14566,1,5,0
2245,127420,1,5,1
2245,330127,1,4,1
2245,128091,1,4,1
2245,127442,1,4,1
2245,127445,1,4,1
2245,127439,1,4,1
2245,287861,1,5,1
2245,128084,1,4,1
2245,127415,1,4,1
2245,127426,1,4,1
2245,22192,1,5,1
2245,127425,1,4,1
2245,328863,1,4,1
2246,176597,1,4,1
2249,176273,1,5,0
2249,199687,1,4,0
2257,82774,1,5,0
2258,3304,1,5,0
2258,82780,1,5,0
2258,51948,1,5,0
2260,330843,1,4,0
2260,176474,1,4,0
2260,176473,1,4,0
2269,278264,1,5,0
2271,14566,1,4,1
2276,333935,1,4,0
2276,333922,1,5,0
2276,333921,1,4,0
2276,333920,1,4,0
2276,333918,1,5,0
2276,333917,1,5,0
2276,332572,1,4,1
2284,334865,1,5,0
2284,39637,1,4,0
2284,39640,1,4,0
2284,39639,1,4,0
2284,39636,1,4,0
2297,12523,1,4,0
2299,19065,1,5,0
2304,24424,1,4,0
2310,187809,1,4,1
2314,991,1,4,0
2318,336828,1,5,1
2320,337058,1,4,0
2326,22232,1,4,0
2326,3304,1,4,0
2326,71869,1,4,0
2331,122959,1,4,0
2331,22232,1,4,0
2341,3304,1,5,1
2343,112693,1,5,0
2344,22232,1,4,1
2351,38517,1,5,0
2351,272791,1,5,0
2353,22232,1,4,0
2353,22192,1,4,0
2358,48775,1,5,0
2361,170629,1,4,0
2371,110023,1,4,0
2371,46777,1,4,1
2371,38601,1,4,0
2371,12125,1,4,0
2371,65954,1,4,0
2371,44881,1,5,0
2373,93727,1,4,0
2376,152104,1,4,0
2377,40159,1,4,0
2377,19439,1,4,0
2377,14566,1,5,0
2384,343185,1,4,0
2384,343183,1,5,0
2384,270804,1,5,0
2384,343175,1,4,0
2388,293151,1,4,0
2388,22232,1,4,0
2390,46262,1,5,0
2391,14566,1,5,0
2393,47893,1,5,0
2397,2811,1,5,0
2403,93727,1,4,0
2404,256270,1,5,0
2408,344637,1,5,1
2412,38517,1,4,0
2415,19065,1,5,0
2417,243747,1,4,1
2420,127425,1,4,0
2421,23221,1,5,0
2423,112693,1,5,0
2423,10570,1,5,0
2423,79876,1,5,0
2423,8951,1,5,0
2424,345522,1,4,0
2424,22192,1,4,0
2424,205652,1,5,0
2431,14560,1,5,0
2433,13152,1,4,0
2440,346282,1,4,1
2444,47893,1,5,1
2447,106081,1,5,0
2449,38517,1,4,0
2450,39636,1,5,0
2450,39640,1,4,0
2450,39639,1,5,0
2450,39638,1,5,0
2450,39637,1,5,0
2450,13648,1,4,0
2450,39635,1,5,0
2451,259974,1,4,0
2453,14566,1,4,0
2454,14560,1,5,0
2456,17567,1,4,0
2462,89806,1,5,0
2463,46262,1,5,0
2463,43454,1,4,0
2463,175887,1,4,1
2466,13152,1,4,0
2466,22192,1,5,0
2472,108175,1,5,1
2472,295741,1,5,1
2473,14560,1,4,0
2474,19065,1,5,0
2478,141513,1,5,0
2478,14566,1,4,0
2479,19065,1,5,0
2479,345522,1,5,0
2479,17567,1,5,0
2479,13083,1,5,0
2481,51948,1,4,0
2483,233789,1,5,0
2483,119847,1,5,0
2483,71864,1,4,0
2486,53072,1,4,1
2489,127426,1,5,0
2489,127425,1,4,0
2499,17020,1,5,0
2499,351466,1,5,0
2502,17005,1,4,0
2508,14566,1,5,0
2509,343175,1,5,0
2518,10570,1,4,0
2522,8967,1,4,0
2522,8960,1,4,0
2522,137970,1,4,0
2533,14566,1,4,0
2534,14566,1,5,0
2537,14560,1,4,1
2541,40159,1,4,0
2544,19065,1,4,0
2544,66899,1,4,0
2549,353890,1,4,0
2552,24431,1,4,0
2554,19476,1,4,0
2557,47887,1,4,1
2557,14566,1,5,0
2558,19065,1,5,0
2559,19065,1,4,0
2566,19065,1,5,0
2567,176474,1,4,0
2567,176473,1,4,0
2570,19065,1,5,0
2570,127415,1,4,0
2572,19452,1,4,0
2573,283223,1,4,0
2580,12523,1,4,0
2580,218827,1,4,0
2580,170529,1,5,0
2580,10570,1,4,0
2590,19065,1,5,0
2591,22232,1,4,0
2592,46262,1,5,0
2594,89810,1,5,0
2595,359410,1,4,1
2595,38517,1,5,0
2602,19065,1,5,0
2607,3402,1,4,0
2607,44881,1,5,0
2611,270730,1,5,0
2612,93732,1,5,0
2626,282202,1,4,0
2652,19452,1,4,1
2656,321185,1,5,0
2657,22232,1,4,0
2658,363453,1,5,0
2658,363452,1,5,0
2658,48722,1,4,0
2658,363416,1,5,1
2661,14566,1,4,0
2666,19065,1,4,0
2667,14566,1,5,0
2670,40159,1,4,0
2674,3304,1,4,1
2674,40159,1,4,1
2674,199762,1,5,0
2674,343175,1,4,0
2676,95914,1,5,0
2676,112693,1,5,0
2676,8960,1,4,1
2687,22628,1,5,0
2689,19476,1,4,0
2689,37240,1,4,0
2689,71869,1,5,1
2694,366896,1,5,0
2694,366160,1,4,1
2697,19065,1,5,0
2697,22192,1,5,0
2698,367140,1,4,1
2698,49750,1,5,1
2701,14566,1,4,0
2707,47893,1,5,0
2708,46777,1,4,1
2709,369293,1,5,1
2710,348542,1,5,1
2710,348541,1,5,1
2713,22192,1,5,0
2726,13152,1,4,0
2726,93773,1,4,0
2740,205638,1,4,0
2740,371100,1,4,0
2740,371075,1,4,0
2745,372835,1,5,0
2747,24424,1,4,0
2748,19065,1,4,0
2752,38517,1,4,0
2752,112693,1,5,0
2757,290512,1,5,0
2759,333917,1,5,0
2759,333935,1,4,0
2759,293151,1,4,0
2764,22399,1,4,0
2766,137966,1,5,1
2784,22192,1,5,0
2785,79642,1,5,0
2794,13152,1,4,0
2794,14560,1,5,0
2797,301040,1,5,0
2797,13152,1,5,0
2815,19065,1,4,0
2821,19065,1,5,0
2828,105648,1,4,0
2828,26092,1,4,0
2831,13648,1,4,0
2831,22232,1,4,0
2833,19062,1,5,0
2843,51070,1,5,0
2843,51069,1,5,0
2843,87432,1,5,0
2847,22232,1,5,0
2850,46260,1,5,0
2855,19476,1,4,0
2856,19065,1,5,0
2856,95913,1,5,1
2857,14560,1,5,0
2858,22232,1,4,0
2862,157650,1,4,0
2862,17005,1,5,0
2863,19065,1,5,0
